,hotel,country,arrival_date,total_guests,total_stays
8390,Resort Hotel,IRL,2016-09-30,2,5
8391,Resort Hotel,GBR,2016-09-30,2,4
8392,Resort Hotel,GBR,2016-09-30,2,6
8393,Resort Hotel,PRT,2016-09-30,2,7
8394,Resort Hotel,DEU,2016-09-30,2,9
8395,Resort Hotel,DEU,2016-09-30,2,9
8396,Resort Hotel,PRT,2016-09-30,2,14
8397,Resort Hotel,CN,2016-10-01,2,2
8398,Resort Hotel,PRT,2016-10-01,3,2
8399,Resort Hotel,GBR,2016-10-01,2,3
8400,Resort Hotel,PRT,2016-10-01,2,4
8401,Resort Hotel,PRT,2016-10-01,2,4
8402,Resort Hotel,PRT,2016-10-01,2,4
8403,Resort Hotel,PRT,2016-10-01,2,4
8404,Resort Hotel,ESP,2016-10-01,2,4
8405,Resort Hotel,PRT,2016-10-01,2,4
8406,Resort Hotel,PRT,2016-10-01,2,4
8407,Resort Hotel,PRT,2016-10-01,2,4
8408,Resort Hotel,PRT,2016-10-01,2,4
8409,Resort Hotel,PRT,2016-10-01,2,4
8410,Resort Hotel,PRT,2016-10-01,2,4
8411,Resort Hotel,PRT,2016-10-01,2,4
8412,Resort Hotel,PRT,2016-10-01,2,4
8413,Resort Hotel,PRT,2016-10-01,2,4
8414,Resort Hotel,PRT,2016-10-01,2,4
8415,Resort Hotel,PRT,2016-10-01,2,4
8416,Resort Hotel,PRT,2016-10-01,2,4
8417,Resort Hotel,ESP,2016-10-01,2,5
8418,Resort Hotel,PRT,2016-10-01,2,5
8419,Resort Hotel,PRT,2016-10-01,2,6
8420,Resort Hotel,PRT,2016-10-01,2,21
8421,Resort Hotel,PRT,2016-10-01,2,21
8422,Resort Hotel,NLD,2016-10-02,2,3
8423,Resort Hotel,PRT,2016-10-02,1,4
8424,Resort Hotel,PRT,2016-10-02,2,4
8425,Resort Hotel,PRT,2016-10-02,2,4
8426,Resort Hotel,CHE,2016-10-02,3,5
8427,Resort Hotel,PRT,2016-10-02,1,5
8428,Resort Hotel,FIN,2016-10-03,4,3
8429,Resort Hotel,FIN,2016-10-03,4,3
8430,Resort Hotel,PRT,2016-10-03,2,4
8431,Resort Hotel,PRT,2016-10-03,3,4
8432,Resort Hotel,AUT,2016-10-03,2,5
8433,Resort Hotel,IRL,2016-10-03,2,5
8434,Resort Hotel,FRA,2016-10-03,2,6
8435,Resort Hotel,RUS,2016-10-03,2,6
8436,Resort Hotel,PRT,2016-10-03,2,6
8437,Resort Hotel,PRT,2016-10-03,2,7
8438,Resort Hotel,PRT,2016-10-03,2,7
8439,Resort Hotel,DEU,2016-10-03,2,9
8440,Resort Hotel,DEU,2016-10-03,1,9
8441,Resort Hotel,GBR,2016-10-03,2,10
8442,Resort Hotel,ISR,2016-10-04,2,1
8443,Resort Hotel,ISR,2016-10-04,2,1
8444,Resort Hotel,ITA,2016-10-04,2,5
8445,Resort Hotel,SWE,2016-10-04,2,5
8446,Resort Hotel,PRT,2016-10-04,1,5
8447,Resort Hotel,PRT,2016-10-04,1,5
8448,Resort Hotel,PRT,2016-10-04,2,5
8449,Resort Hotel,AUT,2016-10-05,4,1
8450,Resort Hotel,PRT,2016-10-05,2,3
8451,Resort Hotel,CHE,2016-10-05,4,3
8452,Resort Hotel,PRT,2016-10-05,2,4
8453,Resort Hotel,GBR,2016-10-05,2,4
8454,Resort Hotel,PRT,2016-10-05,2,5
8455,Resort Hotel,PRT,2016-10-05,2,5
8456,Resort Hotel,PRT,2016-10-05,2,5
8457,Resort Hotel,PRT,2016-10-05,2,7
8458,Resort Hotel,DEU,2016-10-05,2,9
8459,Resort Hotel,DEU,2016-10-05,2,9
8460,Resort Hotel,PRT,2016-10-06,2,2
8461,Resort Hotel,GBR,2016-10-06,1,2
8462,Resort Hotel,GBR,2016-10-06,2,2
8463,Resort Hotel,DEU,2016-10-06,2,3
8464,Resort Hotel,GBR,2016-10-06,1,3
8465,Resort Hotel,GBR,2016-10-06,2,3
8466,Resort Hotel,GBR,2016-10-06,1,3
8467,Resort Hotel,IRL,2016-10-06,1,3
8468,Resort Hotel,DEU,2016-10-06,2,3
8469,Resort Hotel,GBR,2016-10-06,1,3
8470,Resort Hotel,GBR,2016-10-06,3,3
8471,Resort Hotel,GBR,2016-10-06,1,3
8472,Resort Hotel,GBR,2016-10-06,2,3
8473,Resort Hotel,GBR,2016-10-06,2,3
8474,Resort Hotel,GBR,2016-10-06,1,3
8475,Resort Hotel,GBR,2016-10-06,1,3
8476,Resort Hotel,GBR,2016-10-06,1,3
8477,Resort Hotel,GBR,2016-10-06,1,3
8478,Resort Hotel,GBR,2016-10-06,2,3
8479,Resort Hotel,DEU,2016-10-06,2,3
8480,Resort Hotel,PRT,2016-10-06,1,3
8481,Resort Hotel,GBR,2016-10-06,1,3
8482,Resort Hotel,GBR,2016-10-06,1,3
8483,Resort Hotel,GBR,2016-10-06,2,3
8484,Resort Hotel,GBR,2016-10-06,2,3
8485,Resort Hotel,GBR,2016-10-06,2,3
8486,Resort Hotel,IRL,2016-10-06,1,3
8487,Resort Hotel,ROU,2016-10-06,2,3
8488,Resort Hotel,PRT,2016-10-06,2,4
8489,Resort Hotel,PRT,2016-10-06,2,4
8490,Resort Hotel,PRT,2016-10-06,2,4
8491,Resort Hotel,PRT,2016-10-06,2,4
8492,Resort Hotel,PRT,2016-10-06,2,4
8493,Resort Hotel,GBR,2016-10-06,2,3
8494,Resort Hotel,GBR,2016-10-06,1,3
8495,Resort Hotel,PRT,2016-10-06,2,4
8496,Resort Hotel,PRT,2016-10-06,2,4
8497,Resort Hotel,PRT,2016-10-06,2,4
8498,Resort Hotel,PRT,2016-10-06,2,4
8499,Resort Hotel,PRT,2016-10-06,2,4
8500,Resort Hotel,PRT,2016-10-06,2,4
8501,Resort Hotel,PRT,2016-10-06,2,4
8502,Resort Hotel,PRT,2016-10-06,2,4
8503,Resort Hotel,GBR,2016-10-06,4,4
8504,Resort Hotel,PRT,2016-10-06,2,4
8505,Resort Hotel,PRT,2016-10-06,2,4
8506,Resort Hotel,PRT,2016-10-06,2,4
8507,Resort Hotel,PRT,2016-10-06,2,4
8508,Resort Hotel,PRT,2016-10-06,2,4
8509,Resort Hotel,PRT,2016-10-06,2,4
8510,Resort Hotel,PRT,2016-10-06,2,4
8511,Resort Hotel,PRT,2016-10-06,2,4
8512,Resort Hotel,PRT,2016-10-06,2,4
8513,Resort Hotel,PRT,2016-10-06,2,4
8514,Resort Hotel,PRT,2016-10-06,2,4
8515,Resort Hotel,PRT,2016-10-06,2,4
8516,Resort Hotel,IRL,2016-10-06,4,7
8517,Resort Hotel,PRT,2016-10-06,2,11
8518,Resort Hotel,GBR,2016-10-07,2,2
8519,Resort Hotel,PRT,2016-10-07,3,2
8520,Resort Hotel,PRT,2016-10-07,2,2
8521,Resort Hotel,IRL,2016-10-07,2,3
8522,Resort Hotel,GBR,2016-10-07,4,3
8523,Resort Hotel,PRT,2016-10-07,2,3
8524,Resort Hotel,PRT,2016-10-07,2,5
8525,Resort Hotel,IRL,2016-10-07,4,7
8526,Resort Hotel,GBR,2016-10-07,2,9
8527,Resort Hotel,GBR,2016-10-07,3,4
8528,Resort Hotel,PRT,2016-10-08,2,1
8529,Resort Hotel,BRA,2016-10-08,2,2
8530,Resort Hotel,BRA,2016-10-08,1,2
8531,Resort Hotel,BRA,2016-10-08,2,2
8532,Resort Hotel,PRT,2016-10-08,2,4
8533,Resort Hotel,PRT,2016-10-08,2,4
8534,Resort Hotel,PRT,2016-10-08,2,4
8535,Resort Hotel,PRT,2016-10-08,2,4
8536,Resort Hotel,PRT,2016-10-08,2,4
8537,Resort Hotel,PRT,2016-10-08,2,4
8538,Resort Hotel,PRT,2016-10-08,2,4
8539,Resort Hotel,PRT,2016-10-08,2,4
8540,Resort Hotel,PRT,2016-10-08,2,4
8541,Resort Hotel,PRT,2016-10-08,2,4
8542,Resort Hotel,PRT,2016-10-08,2,4
8543,Resort Hotel,PRT,2016-10-08,2,4
8544,Resort Hotel,PRT,2016-10-08,2,4
8545,Resort Hotel,PRT,2016-10-08,2,4
8546,Resort Hotel,PRT,2016-10-08,2,4
8547,Resort Hotel,PRT,2016-10-08,2,4
8548,Resort Hotel,PRT,2016-10-08,2,4
8549,Resort Hotel,PRT,2016-10-08,2,4
8550,Resort Hotel,PRT,2016-10-08,2,4
8551,Resort Hotel,PRT,2016-10-08,2,4
8552,Resort Hotel,PRT,2016-10-08,2,4
8553,Resort Hotel,PRT,2016-10-08,2,4
8554,Resort Hotel,ESP,2016-10-08,2,4
8555,Resort Hotel,PRT,2016-10-08,2,4
8556,Resort Hotel,PRT,2016-10-08,2,4
8557,Resort Hotel,PRT,2016-10-08,2,4
8558,Resort Hotel,PRT,2016-10-08,2,4
8559,Resort Hotel,PRT,2016-10-08,2,4
8560,Resort Hotel,PRT,2016-10-08,2,4
8561,Resort Hotel,PRT,2016-10-08,2,4
8562,Resort Hotel,BRA,2016-10-08,2,2
8563,Resort Hotel,BRA,2016-10-08,1,2
8564,Resort Hotel,BRA,2016-10-08,1,2
8565,Resort Hotel,POL,2016-10-08,2,3
8566,Resort Hotel,PRT,2016-10-08,2,9
8567,Resort Hotel,GBR,2016-10-08,2,9
8568,Resort Hotel,GBR,2016-10-08,2,10
8569,Resort Hotel,GBR,2016-10-08,2,10
8570,Resort Hotel,PRT,2016-10-08,2,14
8571,Resort Hotel,GBR,2016-10-09,2,1
8572,Resort Hotel,PRT,2016-10-09,2,2
8573,Resort Hotel,PRT,2016-10-09,2,2
8574,Resort Hotel,PRT,2016-10-09,2,2
8575,Resort Hotel,PRT,2016-10-09,2,2
8576,Resort Hotel,PRT,2016-10-09,2,2
8577,Resort Hotel,PRT,2016-10-09,2,2
8578,Resort Hotel,PRT,2016-10-09,2,2
8579,Resort Hotel,PRT,2016-10-09,2,2
8580,Resort Hotel,PRT,2016-10-09,2,2
8581,Resort Hotel,PRT,2016-10-09,2,2
8582,Resort Hotel,PRT,2016-10-09,2,2
8583,Resort Hotel,PRT,2016-10-09,2,2
8584,Resort Hotel,PRT,2016-10-09,2,2
8585,Resort Hotel,PRT,2016-10-09,2,2
8586,Resort Hotel,PRT,2016-10-09,2,2
8587,Resort Hotel,PRT,2016-10-09,2,2
8588,Resort Hotel,PRT,2016-10-09,2,2
8589,Resort Hotel,PRT,2016-10-09,1,3
8590,Resort Hotel,PRT,2016-10-09,2,3
8591,Resort Hotel,PRT,2016-10-09,2,3
8592,Resort Hotel,PRT,2016-10-09,2,3
8593,Resort Hotel,PRT,2016-10-09,1,3
8594,Resort Hotel,PRT,2016-10-09,1,3
8595,Resort Hotel,PRT,2016-10-09,2,3
8596,Resort Hotel,PRT,2016-10-09,2,3
8597,Resort Hotel,PRT,2016-10-09,2,3
8598,Resort Hotel,PRT,2016-10-09,2,3
8599,Resort Hotel,PRT,2016-10-09,2,3
8600,Resort Hotel,PRT,2016-10-09,2,3
8601,Resort Hotel,PRT,2016-10-09,2,3
8602,Resort Hotel,PRT,2016-10-09,1,3
8603,Resort Hotel,PRT,2016-10-09,2,3
8604,Resort Hotel,CN,2016-10-09,2,4
8605,Resort Hotel,PRT,2016-10-09,2,5
8606,Resort Hotel,IRL,2016-10-09,4,5
8607,Resort Hotel,PRT,2016-10-09,2,5
8608,Resort Hotel,GBR,2016-10-09,2,7
8609,Resort Hotel,GBR,2016-10-09,2,7
8610,Resort Hotel,GBR,2016-10-09,1,7
8611,Resort Hotel,GBR,2016-10-09,2,7
8612,Resort Hotel,GBR,2016-10-09,2,7
8613,Resort Hotel,GBR,2016-10-09,1,7
8614,Resort Hotel,GBR,2016-10-09,1,7
8615,Resort Hotel,PRT,2016-10-09,2,7
8616,Resort Hotel,GBR,2016-10-09,2,7
8617,Resort Hotel,GBR,2016-10-09,2,7
8618,Resort Hotel,GBR,2016-10-09,2,7
8619,Resort Hotel,GBR,2016-10-09,2,7
8620,Resort Hotel,GBR,2016-10-09,2,7
8621,Resort Hotel,GBR,2016-10-09,2,7
8622,Resort Hotel,GBR,2016-10-09,2,7
8623,Resort Hotel,PRT,2016-10-09,2,10
8624,Resort Hotel,PRT,2016-10-09,2,10
8625,Resort Hotel,PRT,2016-10-09,2,10
8626,Resort Hotel,PRT,2016-10-10,1,1
8627,Resort Hotel,PRT,2016-10-10,1,1
8628,Resort Hotel,FRA,2016-10-10,2,2
8629,Resort Hotel,GBR,2016-10-10,2,7
8630,Resort Hotel,PRT,2016-10-11,1,1
8631,Resort Hotel,PRT,2016-10-11,1,1
8632,Resort Hotel,PRT,2016-10-11,1,1
8633,Resort Hotel,PRT,2016-10-11,1,1
8634,Resort Hotel,ESP,2016-10-11,2,2
8635,Resort Hotel,PRT,2016-10-11,2,3
8636,Resort Hotel,PRT,2016-10-11,2,3
8637,Resort Hotel,GBR,2016-10-11,2,6
8638,Resort Hotel,GBR,2016-10-11,2,7
8639,Resort Hotel,GBR,2016-10-11,1,7
8640,Resort Hotel,GBR,2016-10-11,2,7
8641,Resort Hotel,GBR,2016-10-11,1,7
8642,Resort Hotel,GBR,2016-10-11,2,7
8643,Resort Hotel,GBR,2016-10-12,1,3
8644,Resort Hotel,GBR,2016-10-12,2,4
8645,Resort Hotel,PRT,2016-10-12,2,4
8646,Resort Hotel,PRT,2016-10-12,2,4
8647,Resort Hotel,GBR,2016-10-12,2,4
8648,Resort Hotel,GBR,2016-10-12,2,4
8649,Resort Hotel,GBR,2016-10-12,2,4
8650,Resort Hotel,PRT,2016-10-12,1,2
8651,Resort Hotel,GBR,2016-10-12,2,4
8652,Resort Hotel,GBR,2016-10-12,1,4
8653,Resort Hotel,GBR,2016-10-12,1,4
8654,Resort Hotel,GBR,2016-10-12,1,4
8655,Resort Hotel,PRT,2016-10-12,1,4
8656,Resort Hotel,GBR,2016-10-12,1,4
8657,Resort Hotel,GBR,2016-10-12,2,4
8658,Resort Hotel,GBR,2016-10-12,2,4
8659,Resort Hotel,GBR,2016-10-12,1,4
8660,Resort Hotel,PRT,2016-10-12,2,4
8661,Resort Hotel,GBR,2016-10-12,2,4
8662,Resort Hotel,GBR,2016-10-12,2,4
8663,Resort Hotel,PRT,2016-10-12,1,4
8664,Resort Hotel,GBR,2016-10-12,2,4
8665,Resort Hotel,GBR,2016-10-12,1,4
8666,Resort Hotel,GBR,2016-10-12,1,4
8667,Resort Hotel,GBR,2016-10-12,2,4
8668,Resort Hotel,GBR,2016-10-12,2,4
8669,Resort Hotel,GBR,2016-10-12,2,5
8670,Resort Hotel,GBR,2016-10-12,2,5
8671,Resort Hotel,GBR,2016-10-12,2,5
8672,Resort Hotel,GBR,2016-10-12,2,5
8673,Resort Hotel,GBR,2016-10-12,2,5
8674,Resort Hotel,PRT,2016-10-12,1,5
8675,Resort Hotel,GBR,2016-10-12,2,5
8676,Resort Hotel,GBR,2016-10-12,2,5
8677,Resort Hotel,GBR,2016-10-12,3,5
8678,Resort Hotel,GBR,2016-10-12,1,5
8679,Resort Hotel,GBR,2016-10-12,2,5
8680,Resort Hotel,GBR,2016-10-12,2,5
8681,Resort Hotel,GBR,2016-10-12,2,5
8682,Resort Hotel,GBR,2016-10-12,2,5
8683,Resort Hotel,GBR,2016-10-12,2,5
8684,Resort Hotel,GBR,2016-10-12,1,5
8685,Resort Hotel,GBR,2016-10-12,2,5
8686,Resort Hotel,GBR,2016-10-12,2,5
8687,Resort Hotel,GBR,2016-10-12,2,5
8688,Resort Hotel,GBR,2016-10-12,2,5
8689,Resort Hotel,GBR,2016-10-12,2,5
8690,Resort Hotel,GBR,2016-10-12,2,5
8691,Resort Hotel,GBR,2016-10-12,2,6
8692,Resort Hotel,GBR,2016-10-12,2,7
8693,Resort Hotel,GBR,2016-10-12,2,6
8694,Resort Hotel,PRT,2016-10-13,2,2
8695,Resort Hotel,NLD,2016-10-13,2,4
8696,Resort Hotel,NLD,2016-10-13,2,4
8697,Resort Hotel,NLD,2016-10-13,2,5
8698,Resort Hotel,BEL,2016-10-13,2,5
8699,Resort Hotel,GBR,2016-10-14,1,7
8700,Resort Hotel,GBR,2016-10-14,1,7
8701,Resort Hotel,GBR,2016-10-14,2,7
8702,Resort Hotel,GBR,2016-10-14,2,7
8703,Resort Hotel,GBR,2016-10-14,2,7
8704,Resort Hotel,PRT,2016-10-14,2,7
8705,Resort Hotel,GBR,2016-10-14,2,7
8706,Resort Hotel,PRT,2016-10-14,2,7
8707,Resort Hotel,GBR,2016-10-14,2,7
8708,Resort Hotel,GBR,2016-10-14,1,7
8709,Resort Hotel,GBR,2016-10-14,1,7
8710,Resort Hotel,GBR,2016-10-14,2,7
8711,Resort Hotel,GBR,2016-10-14,2,7
8712,Resort Hotel,GBR,2016-10-14,1,7
8713,Resort Hotel,GBR,2016-10-14,1,7
8714,Resort Hotel,PRT,2016-10-14,2,8
8715,Resort Hotel,BRA,2016-10-14,2,7
8716,Resort Hotel,ESP,2016-10-15,4,2
8717,Resort Hotel,PRT,2016-10-15,2,1
8718,Resort Hotel,PRT,2016-10-15,2,1
8719,Resort Hotel,ESP,2016-10-15,2,1
8720,Resort Hotel,ESP,2016-10-15,2,1
8721,Resort Hotel,AUT,2016-10-15,4,7
8722,Resort Hotel,AUT,2016-10-15,2,7
8723,Resort Hotel,AUT,2016-10-15,2,7
8724,Resort Hotel,AUT,2016-10-15,2,7
8725,Resort Hotel,AUT,2016-10-15,4,7
8726,Resort Hotel,AUT,2016-10-15,4,7
8727,Resort Hotel,AUT,2016-10-15,4,7
8728,Resort Hotel,AUT,2016-10-15,4,7
8729,Resort Hotel,IRL,2016-10-15,4,7
8730,Resort Hotel,AUT,2016-10-15,2,7
8731,Resort Hotel,AUT,2016-10-15,2,7
8732,Resort Hotel,AUT,2016-10-15,2,7
8733,Resort Hotel,IRL,2016-10-15,4,7
8734,Resort Hotel,AUT,2016-10-15,2,7
8735,Resort Hotel,AUT,2016-10-15,2,7
8736,Resort Hotel,AUT,2016-10-15,2,7
8737,Resort Hotel,AUT,2016-10-15,2,7
8738,Resort Hotel,AUT,2016-10-15,4,7
8739,Resort Hotel,PRT,2016-10-15,2,14
8740,Resort Hotel,PRT,2016-10-16,2,2
8741,Resort Hotel,PRT,2016-10-16,2,3
8742,Resort Hotel,PRT,2016-10-16,2,3
8743,Resort Hotel,PRT,2016-10-16,2,3
8744,Resort Hotel,PRT,2016-10-16,2,3
8745,Resort Hotel,PRT,2016-10-16,2,3
8746,Resort Hotel,PRT,2016-10-16,2,3
8747,Resort Hotel,PRT,2016-10-16,2,3
8748,Resort Hotel,PRT,2016-10-16,2,3
8749,Resort Hotel,PRT,2016-10-16,2,3
8750,Resort Hotel,PRT,2016-10-16,2,3
8751,Resort Hotel,PRT,2016-10-16,2,3
8752,Resort Hotel,PRT,2016-10-16,2,3
8753,Resort Hotel,PRT,2016-10-16,2,3
8754,Resort Hotel,PRT,2016-10-16,2,3
8755,Resort Hotel,PRT,2016-10-16,2,3
8756,Resort Hotel,PRT,2016-10-16,2,3
8757,Resort Hotel,PRT,2016-10-16,2,4
8758,Resort Hotel,PRT,2016-10-16,2,4
8759,Resort Hotel,FRA,2016-10-16,2,4
8760,Resort Hotel,GBR,2016-10-16,2,5
8761,Resort Hotel,DEU,2016-10-16,2,5
8762,Resort Hotel,PRT,2016-10-16,2,5
8763,Resort Hotel,ESP,2016-10-16,2,4
8764,Resort Hotel,GBR,2016-10-16,4,6
8765,Resort Hotel,PRT,2016-10-16,2,7
8766,Resort Hotel,PRT,2016-10-16,3,7
8767,Resort Hotel,PRT,2016-10-16,2,7
8768,Resort Hotel,PRT,2016-10-16,2,7
8769,Resort Hotel,PRT,2016-10-16,3,7
8770,Resort Hotel,PRT,2016-10-16,3,7
8771,Resort Hotel,GBR,2016-10-16,2,8
8772,Resort Hotel,BEL,2016-10-17,2,1
8773,Resort Hotel,BEL,2016-10-17,1,1
8774,Resort Hotel,BEL,2016-10-17,1,2
8775,Resort Hotel,BEL,2016-10-17,2,2
8776,Resort Hotel,BEL,2016-10-17,1,2
8777,Resort Hotel,GBR,2016-10-17,2,3
8778,Resort Hotel,GBR,2016-10-17,2,3
8779,Resort Hotel,GBR,2016-10-17,1,4
8780,Resort Hotel,GBR,2016-10-17,2,4
8781,Resort Hotel,GBR,2016-10-17,2,4
8782,Resort Hotel,GBR,2016-10-17,1,4
8783,Resort Hotel,POL,2016-10-17,2,5
8784,Resort Hotel,GBR,2016-10-17,2,7
8785,Resort Hotel,GBR,2016-10-17,2,7
8786,Resort Hotel,GBR,2016-10-17,2,7
8787,Resort Hotel,GBR,2016-10-17,2,7
8788,Resort Hotel,GBR,2016-10-17,2,7
8789,Resort Hotel,IRL,2016-10-17,2,8
8790,Resort Hotel,FRA,2016-10-18,4,1
8791,Resort Hotel,PRT,2016-10-18,1,1
8792,Resort Hotel,PRT,2016-10-18,2,2
8793,Resort Hotel,PRT,2016-10-18,2,2
8794,Resort Hotel,PRT,2016-10-18,2,2
8795,Resort Hotel,PRT,2016-10-18,2,2
8796,Resort Hotel,FRA,2016-10-18,2,2
8797,Resort Hotel,PRT,2016-10-18,2,2
8798,Resort Hotel,ESP,2016-10-18,2,3
8799,Resort Hotel,ESP,2016-10-18,2,3
8800,Resort Hotel,GBR,2016-10-18,1,3
8801,Resort Hotel,RUS,2016-10-18,4,3
8802,Resort Hotel,PRT,2016-10-18,2,3
8803,Resort Hotel,IRL,2016-10-18,3,4
8804,Resort Hotel,IRL,2016-10-18,3,4
8805,Resort Hotel,GBR,2016-10-18,2,4
8806,Resort Hotel,IRL,2016-10-18,3,4
8807,Resort Hotel,DEU,2016-10-18,2,4
8808,Resort Hotel,IRL,2016-10-18,4,4
8809,Resort Hotel,PRT,2016-10-18,2,5
8810,Resort Hotel,PRT,2016-10-19,1,1
8811,Resort Hotel,GBR,2016-10-19,2,2
8812,Resort Hotel,GBR,2016-10-19,2,2
8813,Resort Hotel,PRT,2016-10-19,2,2
8814,Resort Hotel,FRA,2016-10-19,4,3
8815,Resort Hotel,ZAF,2016-10-19,2,3
8816,Resort Hotel,GBR,2016-10-19,2,3
8817,Resort Hotel,ZAF,2016-10-19,2,4
8818,Resort Hotel,GBR,2016-10-19,2,5
8819,Resort Hotel,GBR,2016-10-19,2,5
8820,Resort Hotel,GBR,2016-10-19,2,5
8821,Resort Hotel,GBR,2016-10-19,3,5
8822,Resort Hotel,ESP,2016-10-19,4,2
8823,Resort Hotel,PRT,2016-10-19,2,3
8824,Resort Hotel,GBR,2016-10-19,2,5
8825,Resort Hotel,GBR,2016-10-19,2,7
8826,Resort Hotel,IRL,2016-10-19,1,7
8827,Resort Hotel,GBR,2016-10-19,2,7
8828,Resort Hotel,PRT,2016-10-20,2,2
8829,Resort Hotel,PRT,2016-10-20,2,3
8830,Resort Hotel,IRL,2016-10-20,2,3
8831,Resort Hotel,PRT,2016-10-20,2,4
8832,Resort Hotel,PRT,2016-10-20,2,4
8833,Resort Hotel,GBR,2016-10-20,2,4
8834,Resort Hotel,PRT,2016-10-20,2,4
8835,Resort Hotel,GBR,2016-10-20,2,4
8836,Resort Hotel,PRT,2016-10-20,2,4
8837,Resort Hotel,PRT,2016-10-20,2,4
8838,Resort Hotel,PRT,2016-10-20,2,4
8839,Resort Hotel,PRT,2016-10-20,2,4
8840,Resort Hotel,PRT,2016-10-20,2,4
8841,Resort Hotel,GBR,2016-10-20,2,4
8842,Resort Hotel,PRT,2016-10-20,2,4
8843,Resort Hotel,PRT,2016-10-20,2,4
8844,Resort Hotel,PRT,2016-10-20,2,4
8845,Resort Hotel,PRT,2016-10-20,2,4
8846,Resort Hotel,PRT,2016-10-20,2,6
8847,Resort Hotel,PRT,2016-10-20,3,7
8848,Resort Hotel,SWE,2016-10-21,4,1
8849,Resort Hotel,PRT,2016-10-21,2,1
8850,Resort Hotel,PRT,2016-10-21,2,1
8851,Resort Hotel,PRT,2016-10-21,2,1
8852,Resort Hotel,SWE,2016-10-21,4,1
8853,Resort Hotel,BRA,2016-10-21,4,2
8854,Resort Hotel,PRT,2016-10-21,2,2
8855,Resort Hotel,GBR,2016-10-21,2,2
8856,Resort Hotel,GBR,2016-10-21,2,2
8857,Resort Hotel,PRT,2016-10-21,2,2
8858,Resort Hotel,GBR,2016-10-21,2,2
8859,Resort Hotel,PRT,2016-10-21,2,2
8860,Resort Hotel,PRT,2016-10-21,2,3
8861,Resort Hotel,SWE,2016-10-21,2,1
8862,Resort Hotel,SWE,2016-10-21,4,1
8863,Resort Hotel,IRL,2016-10-21,2,3
8864,Resort Hotel,PRT,2016-10-21,3,4
8865,Resort Hotel,IRL,2016-10-21,2,4
8866,Resort Hotel,PRT,2016-10-21,2,5
8867,Resort Hotel,GBR,2016-10-21,4,5
8868,Resort Hotel,PRT,2016-10-21,2,6
8869,Resort Hotel,PRT,2016-10-21,3,7
8870,Resort Hotel,PRT,2016-10-21,2,7
8871,Resort Hotel,PRT,2016-10-22,2,2
8872,Resort Hotel,PRT,2016-10-22,2,4
8873,Resort Hotel,SWE,2016-10-22,2,4
8874,Resort Hotel,SWE,2016-10-22,2,4
8875,Resort Hotel,SWE,2016-10-22,2,4
8876,Resort Hotel,SWE,2016-10-22,2,4
8877,Resort Hotel,SWE,2016-10-22,4,4
8878,Resort Hotel,SWE,2016-10-22,4,4
8879,Resort Hotel,PRT,2016-10-22,2,4
8880,Resort Hotel,SWE,2016-10-22,2,4
8881,Resort Hotel,SWE,2016-10-22,2,4
8882,Resort Hotel,SWE,2016-10-22,2,4
8883,Resort Hotel,SWE,2016-10-22,4,4
8884,Resort Hotel,SWE,2016-10-22,4,4
8885,Resort Hotel,SWE,2016-10-22,2,4
8886,Resort Hotel,PRT,2016-10-22,2,4
8887,Resort Hotel,SWE,2016-10-22,2,4
8888,Resort Hotel,SWE,2016-10-22,4,4
8889,Resort Hotel,SWE,2016-10-22,2,4
8890,Resort Hotel,SWE,2016-10-22,2,4
8891,Resort Hotel,SWE,2016-10-22,2,4
8892,Resort Hotel,SWE,2016-10-22,2,4
8893,Resort Hotel,SWE,2016-10-22,4,4
8894,Resort Hotel,SWE,2016-10-22,2,4
8895,Resort Hotel,PRT,2016-10-22,2,4
8896,Resort Hotel,SWE,2016-10-22,2,4
8897,Resort Hotel,SWE,2016-10-22,2,4
8898,Resort Hotel,SWE,2016-10-22,2,4
8899,Resort Hotel,SWE,2016-10-22,4,4
8900,Resort Hotel,PRT,2016-10-22,2,4
8901,Resort Hotel,SWE,2016-10-22,2,4
8902,Resort Hotel,PRT,2016-10-22,2,4
8903,Resort Hotel,SWE,2016-10-22,2,4
8904,Resort Hotel,SWE,2016-10-22,2,4
8905,Resort Hotel,SWE,2016-10-22,2,4
8906,Resort Hotel,SWE,2016-10-22,4,4
8907,Resort Hotel,SWE,2016-10-22,4,4
8908,Resort Hotel,SWE,2016-10-22,2,4
8909,Resort Hotel,SWE,2016-10-22,2,4
8910,Resort Hotel,PRT,2016-10-22,3,4
8911,Resort Hotel,PRT,2016-10-22,2,4
8912,Resort Hotel,SWE,2016-10-22,4,4
8913,Resort Hotel,SWE,2016-10-22,2,4
8914,Resort Hotel,SWE,2016-10-22,2,4
8915,Resort Hotel,PRT,2016-10-22,2,5
8916,Resort Hotel,PRT,2016-10-22,2,5
8917,Resort Hotel,PRT,2016-10-22,2,5
8918,Resort Hotel,PRT,2016-10-22,2,5
8919,Resort Hotel,PRT,2016-10-22,2,5
8920,Resort Hotel,PRT,2016-10-22,2,5
8921,Resort Hotel,PRT,2016-10-22,2,5
8922,Resort Hotel,SWE,2016-10-22,2,4
8923,Resort Hotel,SWE,2016-10-22,2,4
8924,Resort Hotel,SWE,2016-10-22,2,4
8925,Resort Hotel,SWE,2016-10-22,2,4
8926,Resort Hotel,SWE,2016-10-22,2,4
