,total_guests,temp,precip_sum,precip_hours,day,month,year,arrival_date,holiday_flag,is_weekend,is_weekday,yesterday,last_7_days,last_28_days
0,73,20.1,0.1,1.0,1,7,2015,2015-07-01,0,0,1,99.0,99.0,99.0
1,94,19.5,0.0,0.0,2,7,2015,2015-07-02,0,0,1,73.0,99.0,99.0
2,88,19.6,0.0,0.0,3,7,2015,2015-07-03,0,1,0,94.0,99.0,99.0
3,107,23.1,0.0,0.0,4,7,2015,2015-07-04,0,1,0,88.0,99.0,99.0
4,98,19.3,0.0,0.0,5,7,2015,2015-07-05,0,1,0,107.0,99.0,99.0
5,89,20.5,0.0,0.0,6,7,2015,2015-07-06,0,0,0,98.0,99.0,99.0
6,75,20.8,0.0,0.0,7,7,2015,2015-07-07,0,0,1,89.0,99.0,99.0
7,60,20.4,0.0,0.0,8,7,2015,2015-07-08,0,0,1,75.0,89.14285714285714,99.0
8,73,21.6,0.0,0.0,9,7,2015,2015-07-09,0,0,1,60.0,87.28571428571429,99.0
9,90,19.2,0.0,0.0,10,7,2015,2015-07-10,0,1,0,73.0,84.28571428571429,99.0
10,87,19.8,0.0,0.0,11,7,2015,2015-07-11,0,1,0,90.0,84.57142857142857,99.0
11,111,19.4,0.0,0.0,12,7,2015,2015-07-12,0,1,0,87.0,81.71428571428571,99.0
12,106,20.9,0.0,0.0,13,7,2015,2015-07-13,0,0,0,111.0,83.57142857142857,99.0
13,55,21.9,0.0,0.0,14,7,2015,2015-07-14,0,0,1,106.0,86.0,99.0
14,124,21.4,0.0,0.0,15,7,2015,2015-07-15,0,0,1,55.0,83.14285714285714,99.0
15,108,21.6,0.0,0.0,16,7,2015,2015-07-16,0,0,1,124.0,92.28571428571429,99.0
16,125,22.8,0.0,0.0,17,7,2015,2015-07-17,0,1,0,108.0,97.28571428571429,99.0
17,101,22.6,0.0,0.0,18,7,2015,2015-07-18,0,1,0,125.0,102.28571428571429,99.0
18,102,23.4,0.0,0.0,19,7,2015,2015-07-19,0,1,0,101.0,104.28571428571429,99.0
19,145,23.9,0.0,0.0,20,7,2015,2015-07-20,0,0,0,102.0,103.0,99.0
20,73,23.4,0.0,0.0,21,7,2015,2015-07-21,0,0,1,145.0,108.57142857142857,99.0
21,59,21.4,0.0,0.0,22,7,2015,2015-07-22,0,0,1,73.0,111.14285714285714,99.0
22,70,20.6,0.0,0.0,23,7,2015,2015-07-23,0,0,1,59.0,101.85714285714286,99.0
23,130,21.5,0.0,0.0,24,7,2015,2015-07-24,0,1,0,70.0,96.42857142857143,99.0
24,118,18.4,0.0,0.0,25,7,2015,2015-07-25,0,1,0,130.0,97.14285714285714,99.0
25,91,21.0,0.0,0.0,26,7,2015,2015-07-26,0,1,0,118.0,99.57142857142857,99.0
26,132,21.0,0.0,0.0,27,7,2015,2015-07-27,0,0,0,91.0,98.0,99.0
27,54,20.4,0.0,0.0,28,7,2015,2015-07-28,0,0,1,132.0,96.14285714285714,99.0
28,79,22.2,0.0,0.0,29,7,2015,2015-07-29,0,0,1,54.0,93.42857142857143,94.21428571428571
29,105,24.4,0.0,0.0,30,7,2015,2015-07-30,0,0,1,79.0,96.28571428571429,94.42857142857143
30,124,21.3,0.0,0.0,31,7,2015,2015-07-31,0,1,0,105.0,101.28571428571429,94.82142857142857
31,172,21.7,0.0,0.0,1,8,2015,2015-08-01,0,1,0,124.0,100.42857142857143,96.10714285714286
32,96,22.9,0.0,0.0,2,8,2015,2015-08-02,0,1,0,172.0,108.14285714285714,98.42857142857143
33,135,21.9,0.0,0.0,3,8,2015,2015-08-03,0,0,0,96.0,108.85714285714286,98.35714285714286
34,75,20.7,0.0,0.0,4,8,2015,2015-08-04,0,0,1,135.0,109.28571428571429,100.0
35,51,20.1,0.0,0.0,5,8,2015,2015-08-05,0,0,1,75.0,112.28571428571429,100.0
36,49,22.4,0.0,0.0,6,8,2015,2015-08-06,0,0,1,51.0,108.28571428571429,99.67857142857143
37,88,18.8,0.0,0.0,7,8,2015,2015-08-07,0,1,0,49.0,100.28571428571429,98.82142857142857
38,117,19.8,0.0,0.0,8,8,2015,2015-08-08,0,1,0,88.0,95.14285714285714,98.75
39,115,25.1,0.0,0.0,9,8,2015,2015-08-09,0,1,0,117.0,87.28571428571429,99.82142857142857
40,153,25.1,0.0,0.0,10,8,2015,2015-08-10,0,0,0,115.0,90.0,99.96428571428571
41,104,21.0,0.0,0.0,11,8,2015,2015-08-11,0,0,1,153.0,92.57142857142857,101.64285714285714
42,56,21.0,0.0,0.0,12,8,2015,2015-08-12,0,0,1,104.0,96.71428571428571,103.39285714285714
43,74,17.8,0.0,0.0,13,8,2015,2015-08-13,0,0,1,56.0,97.42857142857143,100.96428571428571
44,95,17.3,0.0,0.0,14,8,2015,2015-08-14,0,1,0,74.0,101.0,99.75
45,148,19.7,0.0,0.0,15,8,2015,2015-08-15,0,1,0,95.0,102.0,98.67857142857143
46,136,21.4,0.3,3.0,16,8,2015,2015-08-16,0,1,0,148.0,106.42857142857143,100.35714285714286
47,128,20.0,0.0,0.0,17,8,2015,2015-08-17,0,0,0,136.0,109.42857142857143,101.57142857142857
48,77,19.2,0.0,0.0,18,8,2015,2015-08-18,0,0,1,128.0,105.85714285714286,100.96428571428571
49,59,22.1,0.0,0.0,19,8,2015,2015-08-19,0,0,1,77.0,102.0,101.10714285714286
50,65,24.4,0.0,0.0,20,8,2015,2015-08-20,0,0,1,59.0,102.42857142857143,101.10714285714286
51,73,22.5,0.0,0.0,21,8,2015,2015-08-21,0,1,0,65.0,101.14285714285714,100.92857142857143
52,131,20.3,0.0,0.0,22,8,2015,2015-08-22,0,1,0,73.0,98.0,98.89285714285714
53,121,19.3,1.0,2.0,23,8,2015,2015-08-23,0,1,0,131.0,95.57142857142857,99.35714285714286
54,106,19.0,0.2,1.0,24,8,2015,2015-08-24,0,0,0,121.0,93.42857142857143,100.42857142857143
55,68,19.9,0.0,0.0,25,8,2015,2015-08-25,0,0,1,106.0,90.28571428571429,99.5
56,60,22.3,0.0,0.0,26,8,2015,2015-08-26,0,0,1,68.0,89.0,100.0
57,82,23.2,0.0,0.0,27,8,2015,2015-08-27,0,0,1,60.0,89.14285714285714,99.32142857142857
58,129,24.9,0.0,0.0,28,8,2015,2015-08-28,0,1,0,82.0,91.57142857142857,98.5
59,111,24.7,0.0,0.0,29,8,2015,2015-08-29,0,1,0,129.0,99.57142857142857,98.67857142857143
60,97,25.1,0.0,0.0,30,8,2015,2015-08-30,0,1,0,111.0,96.71428571428571,96.5
61,74,23.2,0.2,2.0,31,8,2015,2015-08-31,0,0,0,97.0,93.28571428571429,96.53571428571429
62,125,20.8,0.0,0.0,1,9,2015,2015-09-01,0,0,1,74.0,88.71428571428571,94.35714285714286
63,176,17.2,0.0,0.0,2,9,2015,2015-09-02,0,0,1,125.0,96.85714285714286,96.14285714285714
64,176,16.1,0.0,0.0,3,9,2015,2015-09-03,0,0,1,176.0,113.42857142857143,100.60714285714286
65,99,15.9,0.0,0.0,4,9,2015,2015-09-04,0,1,0,176.0,126.85714285714286,105.14285714285714
66,106,18.3,0.0,0.0,5,9,2015,2015-09-05,0,1,0,99.0,122.57142857142857,105.53571428571429
67,113,20.9,0.0,0.0,6,9,2015,2015-09-06,0,1,0,106.0,121.85714285714286,105.14285714285714
68,145,21.7,0.0,0.0,7,9,2015,2015-09-07,0,0,0,113.0,124.14285714285714,105.07142857142857
69,56,20.8,0.0,0.0,8,9,2015,2015-09-08,0,0,1,145.0,134.28571428571428,104.78571428571429
70,57,20.4,0.0,0.0,9,9,2015,2015-09-09,0,0,1,56.0,124.42857142857143,103.07142857142857
71,92,18.4,0.0,0.0,10,9,2015,2015-09-10,0,0,1,57.0,107.42857142857143,103.10714285714286
72,66,18.2,0.0,0.0,11,9,2015,2015-09-11,0,1,0,92.0,95.42857142857143,103.75
73,156,18.9,0.1,1.0,12,9,2015,2015-09-12,0,1,0,66.0,90.71428571428571,102.71428571428571
74,67,17.8,0.2,2.0,13,9,2015,2015-09-13,0,1,0,156.0,97.85714285714286,103.0
75,95,17.8,0.0,0.0,14,9,2015,2015-09-14,0,0,0,67.0,91.28571428571429,100.53571428571429
76,110,17.0,1.0,5.0,15,9,2015,2015-09-15,0,0,1,95.0,84.14285714285714,99.35714285714286
77,110,17.6,6.4,10.0,16,9,2015,2015-09-16,0,0,1,110.0,91.85714285714286,100.53571428571429
78,259,16.1,0.0,0.0,17,9,2015,2015-09-17,0,0,1,110.0,99.42857142857143,102.35714285714286
79,55,15.6,0.0,0.0,18,9,2015,2015-09-18,0,1,0,259.0,123.28571428571429,109.28571428571429
80,171,18.9,0.0,0.0,19,9,2015,2015-09-19,0,1,0,55.0,121.71428571428571,108.64285714285714
81,58,21.4,0.0,0.0,20,9,2015,2015-09-20,0,1,0,171.0,123.85714285714286,110.07142857142857
82,148,19.9,0.0,0.0,21,9,2015,2015-09-21,0,0,0,58.0,122.57142857142857,107.82142857142857
83,37,16.0,0.0,0.0,22,9,2015,2015-09-22,0,0,1,148.0,130.14285714285714,109.32142857142857
84,85,17.5,0.0,0.0,23,9,2015,2015-09-23,0,0,1,37.0,119.71428571428571,108.21428571428571
85,118,19.5,0.0,0.0,24,9,2015,2015-09-24,0,0,1,85.0,116.14285714285714,109.10714285714286
86,125,19.8,0.0,0.0,25,9,2015,2015-09-25,0,1,0,118.0,96.0,110.39285714285714
87,170,19.7,0.0,0.0,26,9,2015,2015-09-26,0,1,0,125.0,106.0,110.25
88,59,19.6,0.0,0.0,27,9,2015,2015-09-27,0,1,0,170.0,105.85714285714286,112.35714285714286
89,79,20.4,0.0,0.0,28,9,2015,2015-09-28,0,0,0,59.0,106.0,111.0
90,64,20.8,0.5,1.0,29,9,2015,2015-09-29,0,0,1,79.0,96.14285714285714,111.17857142857143
91,86,20.8,0.0,0.0,30,9,2015,2015-09-30,0,0,1,64.0,100.0,109.0
92,85,20.2,0.0,0.0,1,10,2015,2015-10-01,0,0,1,86.0,100.14285714285714,105.78571428571429
93,68,19.6,0.0,0.0,2,10,2015,2015-10-02,0,1,0,85.0,95.42857142857143,102.53571428571429
94,182,18.9,0.2,1.0,3,10,2015,2015-10-03,0,1,0,68.0,87.28571428571429,101.42857142857143
95,202,19.5,5.1,19.0,4,10,2015,2015-10-04,0,1,0,182.0,89.0,104.14285714285714
96,101,18.8,9.8,17.0,5,10,2015,2015-10-05,0,0,0,202.0,109.42857142857143,107.32142857142857
97,119,18.2,0.1,1.0,6,10,2015,2015-10-06,0,0,1,101.0,112.57142857142857,105.75
98,57,14.7,0.0,0.0,7,10,2015,2015-10-07,0,0,1,119.0,120.42857142857143,108.0
99,141,14.7,0.0,0.0,8,10,2015,2015-10-08,0,0,1,57.0,116.28571428571429,108.0
100,184,15.5,0.7,4.0,9,10,2015,2015-10-09,0,1,0,141.0,124.28571428571429,109.75
101,154,16.7,6.5,17.0,10,10,2015,2015-10-10,0,1,0,184.0,140.85714285714286,113.96428571428571
102,82,18.2,1.5,12.0,11,10,2015,2015-10-11,0,1,0,154.0,136.85714285714286,113.89285714285714
103,143,18.2,4.6,13.0,12,10,2015,2015-10-12,0,0,0,82.0,119.71428571428571,114.42857142857143
104,64,19.2,0.5,4.0,13,10,2015,2015-10-13,0,0,1,143.0,125.71428571428571,116.14285714285714
105,66,19.3,0.0,0.0,14,10,2015,2015-10-14,0,0,1,64.0,117.85714285714286,114.5
106,173,19.7,0.0,0.0,15,10,2015,2015-10-15,0,0,1,66.0,119.14285714285714,112.92857142857143
107,23,19.2,1.0,4.0,16,10,2015,2015-10-16,0,1,0,173.0,123.71428571428571,109.85714285714286
108,20,16.7,7.6,8.0,17,10,2015,2015-10-17,0,1,0,23.0,100.71428571428571,108.71428571428571
109,98,16.0,15.3,20.0,18,10,2015,2015-10-18,0,1,0,20.0,81.57142857142857,103.32142857142857
110,126,16.2,2.2,10.0,19,10,2015,2015-10-19,0,0,0,98.0,83.85714285714286,104.75
111,59,18.9,0.0,0.0,20,10,2015,2015-10-20,0,0,1,126.0,81.42857142857143,103.96428571428571
112,117,17.9,0.0,0.0,21,10,2015,2015-10-21,0,0,1,59.0,80.71428571428571,104.75
113,85,17.3,0.0,0.0,22,10,2015,2015-10-22,0,0,1,117.0,88.0,105.89285714285714
114,81,18.7,0.0,0.0,23,10,2015,2015-10-23,0,1,0,85.0,75.42857142857143,104.71428571428571
115,135,17.7,11.7,18.0,24,10,2015,2015-10-24,0,1,0,81.0,83.71428571428571,103.14285714285714
116,36,17.6,9.4,17.0,25,10,2015,2015-10-25,0,1,0,135.0,100.14285714285714,101.89285714285714
117,39,16.6,14.4,17.0,26,10,2015,2015-10-26,0,0,0,36.0,91.28571428571429,101.07142857142857
118,49,13.1,0.2,2.0,27,10,2015,2015-10-27,0,0,1,39.0,78.85714285714286,99.64285714285714
119,20,14.8,0.0,0.0,28,10,2015,2015-10-28,0,0,1,49.0,77.42857142857143,99.10714285714286
120,46,17.1,0.1,1.0,29,10,2015,2015-10-29,0,0,1,20.0,63.57142857142857,96.75
121,67,16.0,0.0,0.0,30,10,2015,2015-10-30,0,1,0,46.0,58.0,95.35714285714286
122,154,14.3,7.3,8.0,31,10,2015,2015-10-31,0,1,0,67.0,56.0,95.32142857142857
123,51,12.8,28.5,18.0,1,11,2015,2015-11-01,0,1,0,154.0,58.714285714285715,94.32142857142857
124,64,13.4,0.2,1.0,2,11,2015,2015-11-02,0,0,0,51.0,60.857142857142854,88.92857142857143
125,69,15.5,0.9,4.0,3,11,2015,2015-11-03,0,0,1,64.0,64.42857142857143,87.60714285714286
126,24,16.9,3.8,8.0,4,11,2015,2015-11-04,0,0,1,69.0,67.28571428571429,85.82142857142857
127,30,18.6,0.6,3.0,5,11,2015,2015-11-05,0,0,1,24.0,67.85714285714286,84.64285714285714
128,59,19.9,0.0,0.0,6,11,2015,2015-11-06,0,1,0,30.0,65.57142857142857,80.67857142857143
129,116,18.6,0.0,0.0,7,11,2015,2015-11-07,0,1,0,59.0,64.42857142857143,76.21428571428571
130,49,18.4,0.0,0.0,8,11,2015,2015-11-08,0,1,0,116.0,59.0,74.85714285714286
131,38,18.0,0.0,0.0,9,11,2015,2015-11-09,0,0,0,49.0,58.714285714285715,73.67857142857143
132,39,16.6,0.0,0.0,10,11,2015,2015-11-10,0,0,1,38.0,55.0,69.92857142857143
133,54,16.3,0.0,0.0,11,11,2015,2015-11-11,0,0,1,39.0,50.714285714285715,69.03571428571429
134,60,16.1,0.0,0.0,12,11,2015,2015-11-12,0,0,1,54.0,55.0,68.60714285714286
135,28,15.3,0.0,0.0,13,11,2015,2015-11-13,0,1,0,60.0,59.285714285714285,64.57142857142857
136,23,15.6,0.0,0.0,14,11,2015,2015-11-14,0,1,0,28.0,54.857142857142854,64.75
137,28,15.2,0.0,0.0,15,11,2015,2015-11-15,0,1,0,23.0,41.57142857142857,64.85714285714286
138,83,14.9,0.0,0.0,16,11,2015,2015-11-16,0,0,0,28.0,38.57142857142857,62.357142857142854
139,51,13.2,0.0,0.0,17,11,2015,2015-11-17,0,0,1,83.0,45.0,60.82142857142857
140,110,14.0,0.0,0.0,18,11,2015,2015-11-18,0,0,1,51.0,46.714285714285715,60.535714285714285
141,52,13.7,0.0,0.0,19,11,2015,2015-11-19,0,0,1,110.0,54.714285714285715,60.285714285714285
142,163,13.9,0.0,0.0,20,11,2015,2015-11-20,0,1,0,52.0,53.57142857142857,59.107142857142854
143,152,10.1,0.0,0.0,21,11,2015,2015-11-21,0,1,0,163.0,72.85714285714286,62.035714285714285
144,23,6.6,1.9,10.0,22,11,2015,2015-11-22,0,1,0,152.0,91.28571428571429,62.642857142857146
145,44,7.2,0.0,0.0,23,11,2015,2015-11-23,0,0,0,23.0,90.57142857142857,62.17857142857143
146,56,7.3,0.0,0.0,24,11,2015,2015-11-24,0,0,1,44.0,85.0,62.357142857142854
147,33,10.3,0.0,0.0,25,11,2015,2015-11-25,0,0,1,56.0,85.71428571428571,62.607142857142854
148,39,10.0,0.0,0.0,26,11,2015,2015-11-26,0,0,1,33.0,74.71428571428571,63.07142857142857
149,105,11.2,0.0,0.0,27,11,2015,2015-11-27,0,1,0,39.0,72.85714285714286,62.82142857142857
150,87,10.5,0.0,0.0,28,11,2015,2015-11-28,0,1,0,105.0,64.57142857142857,64.17857142857143
151,9,11.0,0.0,0.0,29,11,2015,2015-11-29,0,1,0,87.0,55.285714285714285,61.785714285714285
152,51,10.2,0.0,0.0,30,11,2015,2015-11-30,0,0,0,9.0,53.285714285714285,60.285714285714285
153,37,12.2,0.0,0.0,1,12,2015,2015-12-01,0,0,1,51.0,54.285714285714285,59.82142857142857
154,50,14.1,0.0,0.0,2,12,2015,2015-12-02,0,0,1,37.0,51.57142857142857,58.67857142857143
155,57,12.4,0.0,0.0,3,12,2015,2015-12-03,0,0,1,50.0,54.0,59.607142857142854
156,62,12.4,0.2,1.0,4,12,2015,2015-12-04,0,1,0,57.0,56.57142857142857,60.57142857142857
157,449,12.5,0.0,0.0,5,12,2015,2015-12-05,0,1,0,62.0,50.42857142857143,60.67857142857143
158,71,12.1,0.0,0.0,6,12,2015,2015-12-06,0,1,0,449.0,102.14285714285714,72.57142857142857
159,40,13.4,0.9,4.0,7,12,2015,2015-12-07,0,0,0,71.0,111.0,73.35714285714286
160,17,13.6,0.0,0.0,8,12,2015,2015-12-08,0,0,1,40.0,109.42857142857143,73.42857142857143
161,44,12.0,0.0,0.0,9,12,2015,2015-12-09,0,0,1,17.0,106.57142857142857,72.64285714285714
162,31,12.7,0.0,0.0,10,12,2015,2015-12-10,0,0,1,44.0,105.71428571428571,72.28571428571429
163,28,11.6,0.0,0.0,11,12,2015,2015-12-11,0,1,0,31.0,102.0,71.25
164,61,11.6,0.5,3.0,12,12,2015,2015-12-12,0,1,0,28.0,97.14285714285714,71.25
165,16,12.6,9.8,10.0,13,12,2015,2015-12-13,0,1,0,61.0,41.714285714285715,72.60714285714286
166,38,13.8,19.3,18.0,14,12,2015,2015-12-14,0,0,0,16.0,33.857142857142854,72.17857142857143
167,17,14.4,0.0,0.0,15,12,2015,2015-12-15,0,0,1,38.0,33.57142857142857,70.57142857142857
168,27,13.2,0.0,0.0,16,12,2015,2015-12-16,0,0,1,17.0,33.57142857142857,69.35714285714286
169,37,13.9,0.0,0.0,17,12,2015,2015-12-17,0,0,1,27.0,31.142857142857142,66.39285714285714
170,28,15.0,0.0,0.0,18,12,2015,2015-12-18,1,1,0,37.0,32.0,65.85714285714286
171,121,12.9,1.7,5.0,19,12,2015,2015-12-19,1,1,0,28.0,32.0,61.035714285714285
172,44,13.1,0.7,4.0,20,12,2015,2015-12-20,1,1,0,121.0,40.57142857142857,59.92857142857143
173,58,8.9,0.0,0.0,21,12,2015,2015-12-21,1,0,0,44.0,44.57142857142857,60.67857142857143
174,113,8.6,0.0,0.0,22,12,2015,2015-12-22,1,0,1,58.0,47.42857142857143,61.17857142857143
175,71,8.7,0.0,0.0,23,12,2015,2015-12-23,1,0,1,113.0,61.142857142857146,63.214285714285715
176,101,11.2,0.0,0.0,24,12,2015,2015-12-24,1,0,1,71.0,67.42857142857143,64.57142857142857
177,79,11.0,0.0,0.0,25,12,2015,2015-12-25,1,1,0,101.0,76.57142857142857,66.78571428571429
178,93,11.2,0.0,0.0,26,12,2015,2015-12-26,1,1,0,79.0,83.85714285714286,65.85714285714286
179,75,10.6,0.0,0.0,27,12,2015,2015-12-27,1,1,0,93.0,79.85714285714286,66.07142857142857
180,78,11.7,24.0,19.0,28,12,2015,2015-12-28,1,0,0,75.0,84.28571428571429,68.42857142857143
181,51,12.3,0.0,0.0,29,12,2015,2015-12-29,1,0,1,78.0,87.14285714285714,69.39285714285714
182,229,13.3,2.8,9.0,30,12,2015,2015-12-30,1,0,1,51.0,78.28571428571429,69.89285714285714
183,105,12.8,0.5,3.0,31,12,2015,2015-12-31,1,0,1,229.0,100.85714285714286,76.28571428571429
184,38,11.5,7.7,11.0,1,1,2016,2016-01-01,1,1,0,105.0,101.42857142857143,78.0
185,140,11.3,0.0,0.0,2,1,2016,2016-01-02,1,1,0,38.0,95.57142857142857,77.14285714285714
186,52,12.5,1.7,9.0,3,1,2016,2016-01-03,1,1,0,140.0,102.28571428571429,66.10714285714286
187,74,12.2,7.8,15.0,4,1,2016,2016-01-04,0,0,0,52.0,99.0,65.42857142857143
188,33,6.1,2.5,6.0,5,1,2016,2016-01-05,0,0,1,74.0,98.42857142857143,66.64285714285714
189,32,9.2,1.5,8.0,6,1,2016,2016-01-06,0,0,1,33.0,95.85714285714286,67.21428571428571
190,45,13.2,2.8,18.0,7,1,2016,2016-01-07,0,0,1,32.0,67.71428571428571,66.78571428571429
191,50,12.2,10.1,18.0,8,1,2016,2016-01-08,0,1,0,45.0,59.142857142857146,67.28571428571429
192,63,10.3,0.6,3.0,9,1,2016,2016-01-09,0,1,0,50.0,60.857142857142854,68.07142857142857
193,29,10.5,2.4,12.0,10,1,2016,2016-01-10,0,1,0,63.0,49.857142857142854,68.14285714285714
194,47,10.2,9.8,7.0,11,1,2016,2016-01-11,0,0,0,29.0,46.57142857142857,68.60714285714286
195,51,10.3,0.0,0.0,12,1,2016,2016-01-12,0,0,1,47.0,42.714285714285715,68.92857142857143
196,33,9.5,0.0,0.0,13,1,2016,2016-01-13,0,0,1,51.0,45.285714285714285,70.14285714285714
197,46,11.4,2.1,6.0,14,1,2016,2016-01-14,0,0,1,33.0,45.42857142857143,70.35714285714286
198,66,7.5,0.0,0.0,15,1,2016,2016-01-15,0,1,0,46.0,45.57142857142857,70.67857142857143
199,57,6.2,0.0,0.0,16,1,2016,2016-01-16,0,1,0,66.0,47.857142857142854,72.03571428571429
200,23,6.8,0.7,3.0,17,1,2016,2016-01-17,0,1,0,57.0,47.0,69.75
201,39,10.9,0.5,3.0,18,1,2016,2016-01-18,0,0,0,23.0,46.142857142857146,69.0
202,42,10.0,8.1,8.0,19,1,2016,2016-01-19,0,0,1,39.0,45.0,68.32142857142857
203,41,12.4,1.0,2.0,20,1,2016,2016-01-20,0,0,1,42.0,43.714285714285715,65.78571428571429
204,38,15.2,2.7,7.0,21,1,2016,2016-01-21,0,0,1,41.0,44.857142857142854,64.71428571428571
205,47,16.7,1.2,9.0,22,1,2016,2016-01-22,0,1,0,38.0,43.714285714285715,62.464285714285715
206,74,15.2,0.0,0.0,23,1,2016,2016-01-23,0,1,0,47.0,41.0,61.32142857142857
207,12,13.0,0.0,0.0,24,1,2016,2016-01-24,0,1,0,74.0,43.42857142857143,60.642857142857146
208,27,12.3,6.6,9.0,25,1,2016,2016-01-25,0,0,0,12.0,41.857142857142854,58.392857142857146
209,53,10.0,0.0,0.0,26,1,2016,2016-01-26,0,0,1,27.0,40.142857142857146,56.57142857142857
210,29,9.7,0.0,0.0,27,1,2016,2016-01-27,0,0,1,53.0,41.714285714285715,56.642857142857146
211,71,10.2,6.6,12.0,28,1,2016,2016-01-28,0,0,1,29.0,40.0,49.5
212,54,7.8,0.0,0.0,29,1,2016,2016-01-29,0,1,0,71.0,44.714285714285715,48.285714285714285
213,42,8.7,0.0,0.0,30,1,2016,2016-01-30,0,1,0,54.0,45.714285714285715,48.857142857142854
214,24,10.4,0.0,0.0,31,1,2016,2016-01-31,0,1,0,42.0,41.142857142857146,45.357142857142854
215,42,9.9,0.0,0.0,1,2,2016,2016-02-01,0,0,0,24.0,42.857142857142854,44.357142857142854
216,49,8.6,0.0,0.0,2,2,2016,2016-02-02,0,0,1,42.0,45.0,43.214285714285715
217,42,9.6,0.0,0.0,3,2,2016,2016-02-03,0,0,1,49.0,44.42857142857143,43.785714285714285
218,80,8.3,0.0,0.0,4,2,2016,2016-02-04,0,0,1,42.0,46.285714285714285,44.142857142857146
219,112,10.1,0.0,0.0,5,2,2016,2016-02-05,0,1,0,80.0,47.57142857142857,45.392857142857146
220,218,10.6,6.6,7.0,6,2,2016,2016-02-06,0,1,0,112.0,55.857142857142854,47.607142857142854
221,136,9.5,0.7,2.0,7,2,2016,2016-02-07,0,1,0,218.0,81.0,53.142857142857146
222,57,11.5,0.0,0.0,8,2,2016,2016-02-08,1,0,0,136.0,97.0,56.964285714285715
223,76,11.5,0.1,1.0,9,2,2016,2016-02-09,1,0,1,57.0,99.14285714285714,57.32142857142857
224,48,12.5,3.1,10.0,10,2,2016,2016-02-10,1,0,1,76.0,103.0,58.214285714285715
225,81,12.4,0.7,3.0,11,2,2016,2016-02-11,0,0,1,48.0,103.85714285714286,58.75
226,351,12.2,7.0,13.0,12,2,2016,2016-02-12,0,1,0,81.0,104.0,60.0
227,152,11.6,8.3,16.0,13,2,2016,2016-02-13,0,1,0,351.0,138.14285714285714,70.17857142857143
228,91,4.6,3.0,13.0,14,2,2016,2016-02-14,0,1,0,152.0,128.71428571428572,73.57142857142857
229,69,3.3,3.0,9.0,15,2,2016,2016-02-15,0,0,0,91.0,122.28571428571429,76.0
230,55,3.7,0.0,0.0,16,2,2016,2016-02-16,0,0,1,69.0,124.0,77.07142857142857
231,69,6.3,5.0,5.0,17,2,2016,2016-02-17,0,0,1,55.0,121.0,77.53571428571429
232,54,4.2,0.6,6.0,18,2,2016,2016-02-18,0,0,1,69.0,124.0,78.53571428571429
233,54,4.4,0.0,0.0,19,2,2016,2016-02-19,0,1,0,54.0,120.14285714285714,79.10714285714286
234,83,6.6,0.0,0.0,20,2,2016,2016-02-20,0,1,0,54.0,77.71428571428571,79.35714285714286
235,35,9.5,0.0,0.0,21,2,2016,2016-02-21,0,1,0,83.0,67.85714285714286,79.67857142857143
236,64,10.2,0.0,0.0,22,2,2016,2016-02-22,0,0,0,35.0,59.857142857142854,80.5
237,39,9.2,0.0,0.0,23,2,2016,2016-02-23,0,0,1,64.0,59.142857142857146,81.82142857142857
238,54,8.8,2.3,7.0,24,2,2016,2016-02-24,0,0,1,39.0,56.857142857142854,81.32142857142857
239,83,9.1,0.0,0.0,25,2,2016,2016-02-25,0,0,1,54.0,54.714285714285715,82.21428571428571
240,309,5.5,16.4,18.0,26,2,2016,2016-02-26,0,1,0,83.0,58.857142857142854,82.64285714285714
241,218,0.9,8.0,23.0,27,2,2016,2016-02-27,0,1,0,309.0,95.28571428571429,91.75
